"STATISTIC","Statistic Label","TLIST(A1)","Year","C02062V02489","Type of Meat","UNIT","VALUE"
"ABA06C07","Human Consumption of Meat Products","2012","2012","03","Sheep meat","Kg per capita","4"
"ABA06C07","Human Consumption of Meat Products","2012","2012","04","Poultry meat","Kg per capita","30"
"ABA06C07","Human Consumption of Meat Products","2013","2013","-","Total Meat","Kg per capita","85"
"ABA06C07","Human Consumption of Meat Products","2013","2013","01","Beef and veal","Kg per capita","19"
"ABA06C07","Human Consumption of Meat Products","2013","2013","02","Pig meat","Kg per capita","32"
"ABA06C07","Human Consumption of Meat Products","2013","2013","03","Sheep meat","Kg per capita","3"
"ABA06C07","Human Consumption of Meat Products","2013","2013","04","Poultry meat","Kg per capita","31"
"ABA06C07","Human Consumption of Meat Products","2014","2014","-","Total Meat","Kg per capita","85"
"ABA06C07","Human Consumption of Meat Products","2014","2014","01","Beef and veal","Kg per capita","19"
"ABA06C07","Human Consumption of Meat Products","2014","2014","02","Pig meat","Kg per capita","33"
"ABA06C07","Human Consumption of Meat Products","2014","2014","03","Sheep meat","Kg per capita","3"
"ABA06C07","Human Consumption of Meat Products","2014","2014","04","Poultry meat","Kg per capita","30"
"ABA06C07","Human Consumption of Meat Products","2015","2015","-","Total Meat","Kg per capita","85"
"ABA06C07","Human Consumption of Meat Products","2015","2015","01","Beef and veal","Kg per capita","19"
"ABA06C07","Human Consumption of Meat Products","2015","2015","02","Pig meat","Kg per capita","31"
"ABA06C07","Human Consumption of Meat Products","2015","2015","03","Sheep meat","Kg per capita","3"
"ABA06C07","Human Consumption of Meat Products","2015","2015","04","Poultry meat","Kg per capita","32"
"ABA06C07","Human Consumption of Meat Products","2016","2016","-","Total Meat","Kg per capita","88"
"ABA06C07","Human Consumption of Meat Products","2016","2016","01","Beef and veal","Kg per capita","19"
"ABA06C07","Human Consumption of Meat Products","2016","2016","02","Pig meat","Kg per capita","31"
"ABA06C07","Human Consumption of Meat Products","2016","2016","03","Sheep meat","Kg per capita","3"
"ABA06C07","Human Consumption of Meat Products","2016","2016","04","Poultry meat","Kg per capita","35"
"ABA06C07","Human Consumption of Meat Products","2017","2017","-","Total Meat","Kg per capita","88.16310674"
"ABA06C07","Human Consumption of Meat Products","2017","2017","01","Beef and veal","Kg per capita","19.71624697"
"ABA06C07","Human Consumption of Meat Products","2017","2017","02","Pig meat","Kg per capita","31.08162754"
"ABA06C07","Human Consumption of Meat Products","2017","2017","03","Sheep meat","Kg per capita","3.348776872"
"ABA06C07","Human Consumption of Meat Products","2017","2017","04","Poultry meat","Kg per capita","34.01645536"
"ABA06C07","Human Consumption of Meat Products","2018","2018","-","Total Meat","Kg per capita","90.35601957"
"ABA06C07","Human Consumption of Meat Products","2018","2018","01","Beef and veal","Kg per capita","19.55939881"
"ABA06C07","Human Consumption of Meat Products","2018","2018","02","Pig meat","Kg per capita","30.86646076"
"ABA06C07","Human Consumption of Meat Products","2018","2018","03","Sheep meat","Kg per capita","3.733959152"
"ABA06C07","Human Consumption of Meat Products","2018","2018","04","Poultry meat","Kg per capita","36.19620085"
"ABA06C07","Human Consumption of Meat Products","2019","2019","-","Total Meat","Kg per capita","90.22325123"
"ABA06C07","Human Consumption of Meat Products","2019","2019","01","Beef and veal","Kg per capita","19.40465305"
"ABA06C07","Human Consumption of Meat Products","2019","2019","02","Pig meat","Kg per capita","31.7716345"
"ABA06C07","Human Consumption of Meat Products","2019","2019","03","Sheep meat","Kg per capita","3.657421518"
"ABA06C07","Human Consumption of Meat Products","2019","2019","04","Poultry meat","Kg per capita","35.38954215"
"ABA06C07","Human Consumption of Meat Products","2020","2020","-","Total Meat","Kg per capita","88.89648476"
"ABA06C07","Human Consumption of Meat Products","2020","2020","01","Beef and veal","Kg per capita","18.88536184"
"ABA06C07","Human Consumption of Meat Products","2020","2020","02","Pig meat","Kg per capita","31.40553301"
"ABA06C07","Human Consumption of Meat Products","2020","2020","03","Sheep meat","Kg per capita","3.214529674"
"ABA06C07","Human Consumption of Meat Products","2020","2020","04","Poultry meat","Kg per capita","35.39106024"
"ABA06C07","Human Consumption of Meat Products","2021","2021","-","Total Meat","Kg per capita","92.19632413"
"ABA06C07","Human Consumption of Meat Products","2021","2021","01","Beef and veal","Kg per capita","18.95640028"
"ABA06C07","Human Consumption of Meat Products","2021","2021","02","Pig meat","Kg per capita","31.16410256"
"ABA06C07","Human Consumption of Meat Products","2021","2021","03","Sheep meat","Kg per capita","3.092886361"
"ABA06C07","Human Consumption of Meat Products","2021","2021","04","Poultry meat","Kg per capita","38.98293493"
"ABA06C08","Meat Gross Indigenous Production","2012","2012","-","Total Meat","000 Tonnes","1002"
"ABA06C08","Meat Gross Indigenous Production","2012","2012","01","Beef and veal","000 Tonnes","524"
"ABA06C08","Meat Gross Indigenous Production","2012","2012","02","Pig meat","000 Tonnes","298"
"ABA06C08","Meat Gross Indigenous Production","2012","2012","03","Sheep meat","000 Tonnes","47"
"ABA06C08","Meat Gross Indigenous Production","2012","2012","04","Poultry meat","000 Tonnes","132"
"ABA06C08","Meat Gross Indigenous Production","2013","2013","-","Total Meat","000 Tonnes","1015"
"ABA06C08","Meat Gross Indigenous Production","2013","2013","01","Beef and veal","000 Tonnes","551"
"ABA06C08","Meat Gross Indigenous Production","2013","2013","02","Pig meat","000 Tonnes","296"
"ABA06C08","Meat Gross Indigenous Production","2013","2013","03","Sheep meat","000 Tonnes","50"
"ABA06C08","Meat Gross Indigenous Production","2013","2013","04","Poultry meat","000 Tonnes","117"
"ABA06C08","Meat Gross Indigenous Production","2014","2014","-","Total Meat","000 Tonnes","1094"
"ABA06C08","Meat Gross Indigenous Production","2014","2014","01","Beef and veal","000 Tonnes","621"
"ABA06C08","Meat Gross Indigenous Production","2014","2014","02","Pig meat","000 Tonnes","306"
"ABA06C08","Meat Gross Indigenous Production","2014","2014","03","Sheep meat","000 Tonnes","51"
"ABA06C08","Meat Gross Indigenous Production","2014","2014","04","Poultry meat","000 Tonnes","116"
"ABA06C08","Meat Gross Indigenous Production","2015","2015","-","Total Meat","000 Tonnes","1100"
"ABA06C08","Meat Gross Indigenous Production","2015","2015","01","Beef and veal","000 Tonnes","589"
"ABA06C08","Meat Gross Indigenous Production","2015","2015","02","Pig meat","000 Tonnes","330"
"ABA06C08","Meat Gross Indigenous Production","2015","2015","03","Sheep meat","000 Tonnes","52"
"ABA06C08","Meat Gross Indigenous Production","2015","2015","04","Poultry meat","000 Tonnes","128"
"ABA06C08","Meat Gross Indigenous Production","2016","2016","-","Total Meat","000 Tonnes","1126"
"ABA06C08","Meat Gross Indigenous Production","2016","2016","01","Beef and veal","000 Tonnes","605"
"ABA06C08","Meat Gross Indigenous Production","2016","2016","02","Pig meat","000 Tonnes","324"
"ABA06C08","Meat Gross Indigenous Production","2016","2016","03","Sheep meat","000 Tonnes","53"
"ABA06C08","Meat Gross Indigenous Production","2016","2016","04","Poultry meat","000 Tonnes","146"
"ABA06C08","Meat Gross Indigenous Production","2017","2017","-","Total Meat","000 Tonnes","1182.522042"
"ABA06C08","Meat Gross Indigenous Production","2017","2017","01","Beef and veal","000 Tonnes","639.6243721"
"ABA06C08","Meat Gross Indigenous Production","2017","2017","02","Pig meat","000 Tonnes","333.1945191"
"ABA06C08","Meat Gross Indigenous Production","2017","2017","03","Sheep meat","000 Tonnes","57.47668833"
"ABA06C08","Meat Gross Indigenous Production","2017","2017","04","Poultry meat","000 Tonnes","152.2264623"
"ABA06C08","Meat Gross Indigenous Production","2018","2018","-","Total Meat","000 Tonnes","1205.448058"
"ABA06C08","Meat Gross Indigenous Production","2018","2018","01","Beef and veal","000 Tonnes","646.6764746"
"ABA06C08","Meat Gross Indigenous Production","2018","2018","02","Pig meat","000 Tonnes","344.1750899"
"ABA06C08","Meat Gross Indigenous Production","2018","2018","03","Sheep meat","000 Tonnes","57.81714626"
"ABA06C08","Meat Gross Indigenous Production","2018","2018","04","Poultry meat","000 Tonnes","156.7793475"
"ABA06C08","Meat Gross Indigenous Production","2019","2019","-","Total Meat","000 Tonnes","1214.248213"
"ABA06C08","Meat Gross Indigenous Production","2019","2019","01","Beef and veal","000 Tonnes","650.2221651"
"ABA06C08","Meat Gross Indigenous Production","2019","2019","02","Pig meat","000 Tonnes","340.9074942"
"ABA06C08","Meat Gross Indigenous Production","2019","2019","03","Sheep meat","000 Tonnes","56.06312219"
"ABA06C08","Meat Gross Indigenous Production","2019","2019","04","Poultry meat","000 Tonnes","167.0554317"
"ABA06C08","Meat Gross Indigenous Production","2020","2020","-","Total Meat","000 Tonnes","1266.412859"
"ABA06C08","Meat Gross Indigenous Production","2020","2020","01","Beef and veal","000 Tonnes","669.6416519"
"ABA06C08","Meat Gross Indigenous Production","2020","2020","02","Pig meat","000 Tonnes","362.6635688"
"ABA06C08","Meat Gross Indigenous Production","2020","2020","03","Sheep meat","000 Tonnes","57.3311752"
"ABA06C08","Meat Gross Indigenous Production","2020","2020","04","Poultry meat","000 Tonnes","176.7764632"
"ABA06C08","Meat Gross Indigenous Production","2021","2021","-","Total Meat","000 Tonnes","1234.7176"
"ABA06C08","Meat Gross Indigenous Production","2021","2021","01","Beef and veal","000 Tonnes","628.2983748"
"ABA06C08","Meat Gross Indigenous Production","2021","2021","02","Pig meat","000 Tonnes","374.4375485"
"ABA06C08","Meat Gross Indigenous Production","2021","2021","03","Sheep meat","000 Tonnes","55.99779786"
"ABA06C08","Meat Gross Indigenous Production","2021","2021","04","Poultry meat","000 Tonnes","175.9838784"
"ABA06C09","Self Sufficiency in Meat Products","2012","2012","-","Total Meat","%","270"
"ABA06C09","Self Sufficiency in Meat Products","2012","2012","01","Beef and veal","%","589"
"ABA06C09","Self Sufficiency in Meat Products","2012","2012","02","Pig meat","%","237"
"ABA06C09","Self Sufficiency in Meat Products","2012","2012","03","Sheep meat","%","289"
"ABA06C09","Self Sufficiency in Meat Products","2012","2012","04","Poultry meat","%","95"
"ABA06C09","Self Sufficiency in Meat Products","2013","2013","-","Total Meat","%","260"
"ABA06C09","Self Sufficiency in Meat Products","2013","2013","01","Beef and veal","%","634"
"ABA06C09","Self Sufficiency in Meat Products","2013","2013","02","Pig meat","%","204"
"ABA06C09","Self Sufficiency in Meat Products","2013","2013","03","Sheep meat","%","333"
"ABA06C09","Self Sufficiency in Meat Products","2013","2013","04","Poultry meat","%","82"
"ABA06C09","Self Sufficiency in Meat Products","2014","2014","-","Total Meat","%","278"
"ABA06C09","Self Sufficiency in Meat Products","2014","2014","01","Beef and veal","%","705"
"ABA06C09","Self Sufficiency in Meat Products","2014","2014","02","Pig meat","%","203"
"ABA06C09","Self Sufficiency in Meat Products","2014","2014","03","Sheep meat","%","322"
"ABA06C09","Self Sufficiency in Meat Products","2014","2014","04","Poultry meat","%","84"
"ABA06C09","Self Sufficiency in Meat Products","2015","2015","-","Total Meat","%","276"
"ABA06C09","Self Sufficiency in Meat Products","2015","2015","01","Beef and veal","%","677"
"ABA06C09","Self Sufficiency in Meat Products","2015","2015","02","Pig meat","%","224"
"ABA06C09","Self Sufficiency in Meat Products","2015","2015","03","Sheep meat","%","335"
"ABA06C09","Self Sufficiency in Meat Products","2015","2015","04","Poultry meat","%","86"
"ABA06C09","Self Sufficiency in Meat Products","2016","2016","-","Total Meat","%","269"
"ABA06C09","Self Sufficiency in Meat Products","2016","2016","01","Beef and veal","%","679"
"ABA06C09","Self Sufficiency in Meat Products","2016","2016","02","Pig meat","%","219"
"ABA06C09","Self Sufficiency in Meat Products","2016","2016","03","Sheep meat","%","352"
"ABA06C09","Self Sufficiency in Meat Products","2016","2016","04","Poultry meat","%","87"
"ABA06C09","Self Sufficiency in Meat Products","2017","2017","-","Total Meat","%","279.8725065"
"ABA06C09","Self Sufficiency in Meat Products","2017","2017","01","Beef and veal","%","676.9220056"
"ABA06C09","Self Sufficiency in Meat Products","2017","2017","02","Pig meat","%","223.6824832"
"ABA06C09","Self Sufficiency in Meat Products","2017","2017","03","Sheep meat","%","358.1322276"
"ABA06C09","Self Sufficiency in Meat Products","2017","2017","04","Poultry meat","%","93.37679782"
"ABA06C09","Self Sufficiency in Meat Products","2018","2018","-","Total Meat","%","274.6776401"
"ABA06C09","Self Sufficiency in Meat Products","2018","2018","01","Beef and veal","%","680.7120785"
"ABA06C09","Self Sufficiency in Meat Products","2018","2018","02","Pig meat","%","229.5749489"
"ABA06C09","Self Sufficiency in Meat Products","2018","2018","03","Sheep meat","%","318.8004941"
"ABA06C09","Self Sufficiency in Meat Products","2018","2018","04","Poultry meat","%","89.1780065"
"ABA06C09","Self Sufficiency in Meat Products","2019","2019","-","Total Meat","%","273.4585525"
"ABA06C09","Self Sufficiency in Meat Products","2019","2019","01","Beef and veal","%","680.8609059"
"ABA06C09","Self Sufficiency in Meat Products","2019","2019","02","Pig meat","%","218.0215893"
"ABA06C09","Self Sufficiency in Meat Products","2019","2019","03","Sheep meat","%","311.4617899"
"ABA06C09","Self Sufficiency in Meat Products","2019","2019","04","Poultry meat","%","95.9153614"
"ABA06C09","Self Sufficiency in Meat Products","2020","2020","-","Total Meat","%","286.2122253"
"ABA06C09","Self Sufficiency in Meat Products","2020","2020","01","Beef and veal","%","712.384736"
"ABA06C09","Self Sufficiency in Meat Products","2020","2020","02","Pig meat","%","232.0038644"
"ABA06C09","Self Sufficiency in Meat Products","2020","2020","03","Sheep meat","%","358.319845"
"ABA06C09","Self Sufficiency in Meat Products","2020","2020","04","Poultry meat","%","100.3525295"
"ABA06C09","Self Sufficiency in Meat Products","2021","2021","-","Total Meat","%","267.2306683"
"ABA06C09","Self Sufficiency in Meat Products","2021","2021","01","Beef and veal","%","661.3667103"
"ABA06C09","Self Sufficiency in Meat Products","2021","2021","02","Pig meat","%","239.7491265"
"ABA06C09","Self Sufficiency in Meat Products","2021","2021","03","Sheep meat","%","361.2761152"
"ABA06C09","Self Sufficiency in Meat Products","2021","2021","04","Poultry meat","%","90.0804645"
